A,code,name,price,RF,涨跌额,volumn,成交额,振幅,最高,最低,今开,昨收,量比,,turnover,PE,市净率,B,C,D,E,F,G,H,I
1,600299,安迪苏,11.99,0.36,3.10,23066,27130933,3.53,11.99,11.58,11.62,11.63,1.18,1.15,0.40,32.87,2.47,32155995649,6888967170,-6.84%,14.96%,1.18,2000-04-20,2018-09-07 15:00:00,23066
1,600580,卧龙电气,7.66,0.23,3.10,99344,75523682,2.96,7.67,7.45,7.47,7.43,0.13,1.59,0.89,17.87,1.72,9907517231,8506638428,-5.2%,-6.47%,0.00,2002-06-06,2018-09-07 15:00:00,99344
2,000019,深深宝A,8.98,0.27,3.10,106954,96287242,8.61,9.45,8.70,8.73,8.71,0.34,2.35,2.57,-,4.80,4461104854,3735272477,-24.22%,-32.83%,0.11,1992-10-12,2018-09-07 15:00:00,106954
1,600515,海航基础,6.00,0.18,3.09,100844,60009998,3.26,6.02,5.83,5.87,5.82,0.33,1.08,0.61,14.16,0.72,23445554760,9949772160,-55.16%,-49.96%,0.17,2002-08-06,2018-09-07 15:00:00,100844
2,000860,顺鑫农业,42.99,1.29,3.09,175354,759965760,6.81,44.84,42.00,42.18,41.70,0.54,1.60,3.07,25.48,3.79,24529664714,24529665058,5.14%,124.49%,0.21,1998-11-04,2018-09-07 15:00:00,175354
2,300595,欧普康视,36.49,1.09,3.08,15232,55509199,4.41,36.96,35.40,35.40,35.40,0.00,0.81,1.11,48.92,9.34,8165187269,4991976073,-6.44%,-28.87%,0.03,2017-01-17,2018-09-07 15:00:00,15232
1,603813,原尚股份,21.81,0.65,3.07,18026,39598798,9.88,22.80,20.71,21.16,21.16,-0.05,1.75,8.17,36.28,3.28,1953085452,481346688,-33.14%,-28.98%,-0.05,2017-09-18,2018-09-07 15:00:00,18026
2,002907,华森制药,24.32,0.72,3.05,35285,86888155,8.35,25.86,23.89,24.64,23.60,0.08,2.62,8.81,78.08,12.91,9729459078,974259188,-20.78%,17.37%,0.00,2017-10-20,2018-09-07 15:00:00,35285
1,600512,腾达建设,2.38,0.07,3.03,219522,52088860,6.49,2.45,2.30,2.30,2.31,0.00,1.71,1.43,2896.38,0.90,3805388923,3659010767,-2.06%,-47.58%,-0.42,2002-12-26,2018-09-07 15:00:00,219522
1,601011,宝泰隆,5.79,0.17,3.02,216846,126763530,6.23,6.00,5.65,5.65,5.62,0.17,1.78,1.36,30.26,1.60,9328561895,9214093567,-5.85%,-36.51%,0.35,2011-03-09,2018-09-07 15:00:00,216846
2,002672,东江环保,11.59,0.34,3.02,82601,94955094,3.73,11.68,11.26,11.26,11.25,0.26,1.62,1.27,19.33,2.76,10281490318,7548644984,-32.73%,-30.1%,0.00,2012-04-26,2018-09-07 15:00:00,82601
1,600808,马钢股份,4.09,0.12,3.02,694978,281655648,2.52,4.10,4.00,4.00,3.97,-0.24,1.45,1.16,4.59,1.27,31495787226,24408103188,5.14%,-4.22%,0.00,1994-01-06,2018-09-07 15:00:00,694978
1,600547,山东黄金,23.46,0.68,2.99,239688,558052112,5.84,23.84,22.51,22.73,22.78,-0.09,3.07,1.65,35.59,2.58,43568005559,34052205187,-12.89%,-25.67%,-0.17,2003-08-28,2018-09-07 15:00:00,239688
1,600581,八一钢铁,4.89,0.14,2.95,499794,243262373,3.79,4.93,4.75,4.82,4.75,0.20,1.30,3.26,17.38,2.11,7495870380,7495870389,-5.23%,-66.32%,0.41,2002-08-16,2018-09-07 15:00:00,499794
2,000610,西安旅游,6.66,0.19,2.94,93013,61251852,4.64,6.72,6.42,6.45,6.47,0.45,1.76,3.95,-,2.05,1576740985,1566411944,2.46%,-43.61%,-0.15,1996-09-26,2018-09-07 15:00:00,93013
1,601928,凤凰传媒,6.31,0.18,2.94,92429,57716126,3.43,6.33,6.12,6.13,6.13,0.00,1.86,0.36,10.33,1.26,16058318854,16058318854,-0.16%,-22.77%,0.16,2011-11-30,2018-09-07 15:00:00,92429
2,002262,恩华药业,17.48,0.50,2.94,53334,92551160,4.89,17.63,16.80,16.85,16.98,0.00,1.07,0.60,34.04,6.45,17829874161,15459460665,-4.74%,23.01%,0.00,2008-07-23,2018-09-07 15:00:00,53334
2,300345,红宇新材,4.57,0.13,2.93,151872,68986273,4.05,4.63,4.45,4.50,4.44,0.00,1.20,4.65,-,2.78,2016720433,1493137949,-24.96%,-31.99%,0.00,2012-08-01,2018-09-07 15:00:00,151872
2,300069,金利华电,10.57,0.30,2.92,25203,26339318,3.89,10.66,10.26,10.29,10.27,0.09,1.26,2.73,-,2.39,1236689964,976642308,-16.44%,-68.98%,0.00,2010-04-21,2018-09-07 15:00:00,25203
1,600782,新钢股份,6.37,0.18,2.91,326408,208574002,3.72,6.50,6.27,6.30,6.19,0.00,1.30,1.17,4.70,1.33,20312163209,17752528526,-2.6%,-7.95%,0.16,1996-12-25,2018-09-07 15:00:00,326408
2,300498,温氏股份,21.59,0.61,2.91,142146,305057344,3.77,21.68,20.89,20.94,20.98,-0.05,2.09,0.40,62.53,3.62,114725785404,77137371574,-5.51%,-11.48%,-0.05,2015-11-02,2018-09-07 15:00:00,142146
2,002109,兴化股份,4.26,0.12,2.90,157121,65701153,4.35,4.26,4.08,4.13,4.14,0.71,0.93,2.88,17.92,1.29,4485545042,2321650845,7.04%,-39.4%,0.24,2007-01-26,2018-09-07 15:00:00,157121
2,002102,冠福股份,2.85,0.08,2.89,511375,143449189,7.58,2.92,2.71,2.71,2.77,0.71,0.74,2.57,11.42,1.40,7506433175,5675865417,-45.19%,-36.53%,0.35,2006-12-29,2018-09-07 15:00:00,511375
2,000971,高升控股,4.67,0.13,2.86,326784,150985098,5.95,4.75,4.48,4.54,4.54,0.43,1.18,5.53,84.88,1.29,4771037097,2761189550,13.08%,-69.83%,0.00,2000-04-27,2018-09-07 15:00:00,326784
2,300633,开立医疗,29.50,0.82,2.86,15825,46816475,4.22,29.99,28.78,28.78,28.68,0.03,1.55,1.30,50.02,10.13,11800295000,3588762320,-12.2%,7.59%,0.03,2017-04-06,2018-09-07 15:00:00,15825
2,002233,塔牌集团,12.62,0.35,2.85,117192,147703110,2.85,12.74,12.39,12.42,12.27,0.00,1.13,1.31,8.73,1.73,15046510565,11290558214,5.52%,0.8%,-0.08,2008-05-16,2018-09-07 15:00:00,117192
1,603612,索通发展,15.16,0.42,2.85,49688,75505221,10.52,15.95,14.40,14.83,14.74,-0.33,1.33,2.78,17.72,2.34,5158024098,2711549864,-54.79%,-69.91%,0.00,2017-07-18,2018-09-07 15:00:00,49688
1,600821,津劝业,5.07,0.14,2.84,59336,29900081,4.26,5.14,4.93,4.95,4.93,0.40,0.84,1.43,-,4.82,2110479972,2110479967,-10.58%,-26.73%,0.00,1994-01-28,2018-09-07 15:00:00,59336
1,603345,安井食品,35.43,0.98,2.84,17059,60698334,4.93,36.20,34.50,35.05,34.45,0.00,1.14,1.39,26.89,4.31,7654297266,4352554279,9.62%,46.4%,0.00,2017-02-22,2018-09-07 15:00:00,17059
1,603808,歌力思,17.07,0.47,2.83,10325,17479519,2.95,17.15,16.66,16.75,16.60,0.23,0.81,0.31,17.81,2.66,5752640510,5630589927,-26.2%,-26.8%,-0.12,2015-04-22,2018-09-07 15:00:00,10325
2,300275,梅安森,8.36,0.23,2.83,47428,40353972,10.46,8.94,8.09,8.09,8.13,0.12,3.30,4.03,56.55,2.48,1373347304,983110487,-13.28%,-40.5%,0.12,2011-11-02,2018-09-07 15:00:00,47428
2,000955,欣龙控股,4.74,0.13,2.82,291063,138454484,6.72,4.92,4.61,4.64,4.61,-0.21,1.25,5.41,-,3.65,2551992177,2551974392,0.64%,-29.36%,-0.21,1999-12-09,2018-09-07 15:00:00,291063
2,002076,雪莱特,3.28,0.09,2.82,100648,32680169,2.19,3.28,3.21,3.22,3.19,0.31,0.96,2.26,-,1.95,2551520329,1460824293,-34.53%,-40.58%,0.00,2006-10-25,2018-09-07 15:00:00,100648
1,600495,晋西车轴,4.41,0.12,2.80,217017,95532015,7.23,4.54,4.23,4.28,4.29,0.00,1.65,1.80,98.27,1.71,5328121623,5328121596,14.25%,-34.38%,0.23,2004-05-26,2018-09-07 15:00:00,217017
1,600809,山西汾酒,45.83,1.25,2.80,45579,208028554,2.92,46.00,44.70,44.70,44.58,0.02,1.21,0.53,21.17,7.72,39681827616,39681827891,-28.42%,-18.65%,0.02,1994-01-06,2018-09-07 15:00:00,45579
1,601015,陕西黑猫,6.63,0.18,2.79,73435,48771966,2.79,6.72,6.54,6.54,6.45,0.15,1.83,0.79,39.59,1.52,8311926456,6165900106,-13.56%,-38.95%,0.00,2014-11-05,2018-09-07 15:00:00,73435
1,603177,德创环保,11.42,0.31,2.79,16900,19137972,6.48,11.73,11.01,11.31,11.11,0.18,2.39,2.74,-,4.50,2306840015,705185005,-25.84%,-45.7%,0.00,2017-02-07,2018-09-07 15:00:00,16900
2,300110,华仁药业,4.43,0.12,2.78,95051,41761180,4.18,4.47,4.29,4.30,4.31,0.23,1.39,0.81,159.58,2.42,5237203307,5218529804,-2.85%,-69.28%,0.23,2010-08-25,2018-09-07 15:00:00,95051
1,600115,东方航空,5.55,0.15,2.78,355265,195839643,2.59,5.56,5.42,5.43,5.40,0.18,0.91,0.36,17.59,1.46,80295103295,54437097128,-32.07%,-30.97%,-,1997-11-05,2018-09-07 15:00:00,355265
2,002840,华统股份,15.19,0.41,2.77,107239,161884359,6.16,15.51,14.60,14.79,14.78,-0.20,0.96,7.31,27.88,3.34,4070920647,2228920963,-69.89%,-61.97%,0.07,2017-01-10,2018-09-07 15:00:00,107239
2,002545,东方铁塔,6.38,0.17,2.74,60709,38598295,4.19,6.46,6.20,6.20,6.21,0.00,0.68,0.98,25.55,1.15,8237563861,3945708110,0%,-19.65%,0.00,2011-02-11,2018-09-07 15:00:00,60709
2,002135,东南网架,5.27,0.14,2.73,30066,15698974,2.73,5.27,5.13,5.14,5.13,0.38,0.94,0.45,21.68,1.36,5451299574,3545175279,-6.23%,-27.61%,0.19,2007-05-30,2018-09-07 15:00:00,30066
2,002054,德美化工,4.90,0.13,2.73,52098,25309503,2.94,4.91,4.77,4.83,4.77,-0.20,1.28,1.67,36.08,1.15,2054231097,1529747807,-4.11%,-67.14%,-0.20,2006-07-25,2018-09-07 15:00:00,52098
1,603043,广州酒家,24.88,0.66,2.73,21317,52983362,2.81,25.09,24.41,24.50,24.22,0.12,1.19,1.70,86.13,6.20,10051424719,3122619628,6.55%,27.66%,0.12,2017-06-27,2018-09-07 15:00:00,21317
2,002211,宏达新材,4.89,0.13,2.73,89888,43887371,6.51,5.05,4.74,4.76,4.76,0.00,1.92,2.08,75.11,2.67,2114806502,2114806487,-4.68%,-31.42%,0.00,2008-02-01,2018-09-07 15:00:00,89888
1,601188,龙江交通,3.40,0.09,2.72,40787,13690077,3.63,3.41,3.29,3.29,3.31,-0.29,2.33,0.31,13.83,1.13,4473987267,4473987284,-2.3%,-17.87%,0.00,2010-03-19,2018-09-07 15:00:00,40787
